order_id,supplier_id,facility_id,status,total_amount,added_at,note
4761,46,14,received,"$1,519,758.00",2025-12-02 19:36:09.061815 +00:00,закупка 2025-12-02
4762,35,19,shipped,"$4,870,251.00",2025-11-11 19:36:09.061815 +00:00,закупка 2025-11-11
4763,13,20,processing_by_supplier,"$253,751.00",2025-10-21 19:36:09.061815 +00:00,закупка 2025-10-21
4764,6,33,processing_by_supplier,"$5,293,128.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
4765,25,15,received,"$4,265,374.00",2025-11-08 19:36:09.061815 +00:00,закупка 2025-11-08
4766,9,10,processing_by_supplier,"$4,884,166.00",2025-11-22 19:36:09.061815 +00:00,закупка 2025-11-22
4767,27,3,processing_by_supplier,"$2,705,754.00",2025-11-12 19:36:09.061815 +00:00,закупка 2025-11-12
4768,18,26,processing_by_supplier,"$2,587,212.00",2025-11-17 19:36:09.061815 +00:00,закупка 2025-11-17
4769,4,24,shipped,"$4,342,189.00",2025-12-11 19:36:09.061815 +00:00,закупка 2025-12-11
4770,15,18,shipped,"$3,600,707.00",2025-11-06 19:36:09.061815 +00:00,закупка 2025-11-06
4771,23,19,received,"$4,538,698.00",2025-11-29 19:36:09.061815 +00:00,закупка 2025-11-29
4772,6,10,shipped,"$6,300,967.00",2025-11-21 19:36:09.061815 +00:00,закупка 2025-11-21
4773,14,28,received,"$2,037,449.00",2025-10-30 19:36:09.061815 +00:00,закупка 2025-10-30
4774,1,2,processing_by_supplier,"$3,522,660.00",2025-11-19 19:36:09.061815 +00:00,закупка 2025-11-19
4775,39,3,received,"$1,598,154.00",2025-11-12 19:36:09.061815 +00:00,закупка 2025-11-12
4776,38,4,processing_by_supplier,"$2,366,276.00",2025-10-23 19:36:09.061815 +00:00,закупка 2025-10-23
4777,15,35,shipped,"$7,780,474.00",2025-11-18 19:36:09.061815 +00:00,закупка 2025-11-18
4778,36,14,processing_by_supplier,"$8,001,960.00",2025-11-11 19:36:09.061815 +00:00,закупка 2025-11-11
4779,16,23,received,"$3,202,389.00",2025-10-31 19:36:09.061815 +00:00,закупка 2025-10-31
4780,11,19,received,"$2,882,512.00",2025-12-09 19:36:09.061815 +00:00,закупка 2025-12-09
4781,6,3,processing_by_supplier,"$6,303,813.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
4782,36,9,received,"$4,159,403.00",2025-12-12 19:36:09.061815 +00:00,закупка 2025-12-12
4783,10,27,shipped,"$2,627,976.00",2025-10-21 19:36:09.061815 +00:00,закупка 2025-10-21
4784,36,29,shipped,"$707,032.00",2025-12-12 19:36:09.061815 +00:00,закупка 2025-12-12
4785,4,4,shipped,"$3,117,285.00",2025-12-03 19:36:09.061815 +00:00,закупка 2025-12-03
4786,36,26,shipped,"$3,190,755.00",2025-10-14 19:36:09.061815 +00:00,закупка 2025-10-14
4787,15,32,shipped,"$561,537.00",2025-11-14 19:36:09.061815 +00:00,закупка 2025-11-14
4788,49,12,shipped,"$1,387,824.00",2025-11-14 19:36:09.061815 +00:00,закупка 2025-11-14
4789,49,35,received,"$2,990,977.00",2025-10-23 19:36:09.061815 +00:00,закупка 2025-10-23
4790,14,11,shipped,"$1,534,003.00",2025-11-12 19:36:09.061815 +00:00,закупка 2025-11-12
4791,31,1,shipped,"$3,404,504.00",2025-10-20 19:36:09.061815 +00:00,закупка 2025-10-20
4792,9,2,shipped,"$2,284,500.00",2025-12-12 19:36:09.061815 +00:00,закупка 2025-12-12
4793,22,5,processing_by_supplier,"$10,959,596.00",2025-11-26 19:36:09.061815 +00:00,закупка 2025-11-26
4794,39,16,shipped,"$2,167,825.00",2025-11-22 19:36:09.061815 +00:00,закупка 2025-11-22
4795,32,1,received,"$4,881,612.00",2025-12-09 19:36:09.061815 +00:00,закупка 2025-12-09
4796,6,11,processing_by_supplier,"$1,332,924.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
4797,1,21,received,"$1,735,030.00",2025-11-10 19:36:09.061815 +00:00,закупка 2025-11-10
4798,21,15,processing_by_supplier,"$2,094,826.00",2025-11-01 19:36:09.061815 +00:00,закупка 2025-11-01
4799,42,13,processing_by_supplier,"$1,301,699.00",2025-11-19 19:36:09.061815 +00:00,закупка 2025-11-19
4800,42,33,shipped,"$7,176,196.00",2025-10-28 19:36:09.061815 +00:00,закупка 2025-10-28
4801,27,24,shipped,"$3,842,648.00",2025-11-07 19:36:09.061815 +00:00,закупка 2025-11-07
4802,17,11,shipped,"$4,480,087.00",2025-10-27 19:36:09.061815 +00:00,закупка 2025-10-27
4803,10,28,shipped,"$7,459,955.00",2025-12-12 19:36:09.061815 +00:00,закупка 2025-12-12
4804,49,31,received,"$4,815,404.00",2025-11-19 19:36:09.061815 +00:00,закупка 2025-11-19
4805,5,20,processing_by_supplier,"$3,452,908.00",2025-11-25 19:36:09.061815 +00:00,закупка 2025-11-25
4806,30,38,received,"$7,778,947.00",2025-12-03 19:36:09.061815 +00:00,закупка 2025-12-03
4807,18,32,received,"$2,611,746.00",2025-11-05 19:36:09.061815 +00:00,закупка 2025-11-05
4808,14,15,processing_by_supplier,"$1,228,449.00",2025-11-30 19:36:09.061815 +00:00,закупка 2025-11-30
4809,21,12,shipped,"$4,620,951.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
4810,13,37,shipped,"$459,322.00",2025-12-12 19:36:09.061815 +00:00,закупка 2025-12-12
4811,13,22,processing_by_supplier,"$7,102,123.00",2025-10-25 19:36:09.061815 +00:00,закупка 2025-10-25
4812,19,25,received,"$5,470,001.00",2025-10-21 19:36:09.061815 +00:00,закупка 2025-10-21
4813,23,19,processing_by_supplier,"$812,304.00",2025-10-18 19:36:09.061815 +00:00,закупка 2025-10-18
4814,3,1,processing_by_supplier,"$2,866,387.00",2025-12-13 19:36:09.061815 +00:00,закупка 2025-12-13
4815,45,36,shipped,"$2,268,013.00",2025-12-06 19:36:09.061815 +00:00,закупка 2025-12-06
4816,5,36,processing_by_supplier,"$4,101,004.00",2025-11-24 19:36:09.061815 +00:00,закупка 2025-11-24
4817,10,13,shipped,"$6,196,963.00",2025-11-14 19:36:09.061815 +00:00,закупка 2025-11-14
4818,48,19,shipped,"$2,960,634.00",2025-10-26 19:36:09.061815 +00:00,закупка 2025-10-26
4819,42,18,shipped,"$2,099,459.00",2025-10-16 19:36:09.061815 +00:00,закупка 2025-10-16
4820,18,27,shipped,"$3,736,565.00",2025-10-14 19:36:09.061815 +00:00,закупка 2025-10-14
4821,24,20,processing_by_supplier,"$2,872,545.00",2025-11-12 19:36:09.061815 +00:00,закупка 2025-11-12
4822,21,37,received,"$3,455,656.00",2025-10-20 19:36:09.061815 +00:00,закупка 2025-10-20
4823,32,4,received,"$1,977,970.00",2025-11-13 19:36:09.061815 +00:00,закупка 2025-11-13
4824,47,24,shipped,"$579,364.00",2025-10-14 19:36:09.061815 +00:00,закупка 2025-10-14
4825,4,30,processing_by_supplier,"$3,499,303.00",2025-12-11 19:36:09.061815 +00:00,закупка 2025-12-11
4826,29,17,processing_by_supplier,"$1,820,877.00",2025-10-24 19:36:09.061815 +00:00,закупка 2025-10-24
4827,17,4,shipped,"$5,856,534.00",2025-10-31 19:36:09.061815 +00:00,закупка 2025-10-31
4828,31,34,shipped,"$3,529,676.00",2025-11-28 19:36:09.061815 +00:00,закупка 2025-11-28
4829,3,40,processing_by_supplier,"$1,649,389.00",2025-11-10 19:36:09.061815 +00:00,закупка 2025-11-10
4830,32,14,received,"$2,211,732.00",2025-11-05 19:36:09.061815 +00:00,закупка 2025-11-05
4831,28,17,received,"$2,250,535.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
4832,44,35,shipped,"$2,262,664.00",2025-10-22 19:36:09.061815 +00:00,закупка 2025-10-22
4833,3,31,processing_by_supplier,"$3,778,698.00",2025-10-14 19:36:09.061815 +00:00,закупка 2025-10-14
4834,32,24,shipped,"$6,534,422.00",2025-12-10 19:36:09.061815 +00:00,закупка 2025-12-10
4835,5,29,processing_by_supplier,"$775,668.00",2025-10-21 19:36:09.061815 +00:00,закупка 2025-10-21
4836,10,25,processing_by_supplier,"$911,552.00",2025-11-03 19:36:09.061815 +00:00,закупка 2025-11-03
4837,45,14,shipped,"$2,806,220.00",2025-12-06 19:36:09.061815 +00:00,закупка 2025-12-06
4838,36,5,shipped,"$8,284,616.00",2025-12-05 19:36:09.061815 +00:00,закупка 2025-12-05
4839,15,19,processing_by_supplier,"$2,959,974.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
4840,39,32,processing_by_supplier,"$1,301,581.00",2025-10-25 19:36:09.061815 +00:00,закупка 2025-10-25
4841,12,30,shipped,"$2,658,639.00",2025-10-29 19:36:09.061815 +00:00,закупка 2025-10-29
4842,20,25,shipped,"$2,940,812.00",2025-11-14 19:36:09.061815 +00:00,закупка 2025-11-14
4843,2,38,processing_by_supplier,"$3,095,079.00",2025-11-17 19:36:09.061815 +00:00,закупка 2025-11-17
4844,5,1,processing_by_supplier,"$2,355,204.00",2025-10-28 19:36:09.061815 +00:00,закупка 2025-10-28
4845,26,13,processing_by_supplier,"$3,649,249.00",2025-11-13 19:36:09.061815 +00:00,закупка 2025-11-13
4846,38,4,processing_by_supplier,"$2,814,144.00",2025-10-14 19:36:09.061815 +00:00,закупка 2025-10-14
4847,24,22,processing_by_supplier,"$3,422,072.00",2025-11-07 19:36:09.061815 +00:00,закупка 2025-11-07
4848,14,16,shipped,"$3,477,643.00",2025-10-28 19:36:09.061815 +00:00,закупка 2025-10-28
4849,15,22,shipped,"$5,445,712.00",2025-10-27 19:36:09.061815 +00:00,закупка 2025-10-27
4850,16,16,received,"$1,048,860.00",2025-11-02 19:36:09.061815 +00:00,закупка 2025-11-02
4851,31,33,processing_by_supplier,"$3,349,767.00",2025-11-28 19:36:09.061815 +00:00,закупка 2025-11-28
4852,18,35,shipped,"$6,805,211.00",2025-11-07 19:36:09.061815 +00:00,закупка 2025-11-07
4853,18,30,received,"$2,185,662.00",2025-12-12 19:36:09.061815 +00:00,закупка 2025-12-12
4854,25,8,received,"$6,588,569.00",2025-11-18 19:36:09.061815 +00:00,закупка 2025-11-18
4855,12,19,shipped,"$2,453,432.00",2025-11-14 19:36:09.061815 +00:00,закупка 2025-11-14
4856,46,38,processing_by_supplier,"$3,701,762.00",2025-12-04 19:36:09.061815 +00:00,закупка 2025-12-04
4857,16,2,received,"$4,589,046.00",2025-12-03 19:36:09.061815 +00:00,закупка 2025-12-03
4858,10,5,shipped,"$4,857,388.00",2025-12-02 19:36:09.061815 +00:00,закупка 2025-12-02
4859,38,28,processing_by_supplier,"$3,935,402.00",2025-10-23 19:36:09.061815 +00:00,закупка 2025-10-23
4860,33,30,processing_by_supplier,"$1,145,497.00",2025-11-29 19:36:09.061815 +00:00,закупка 2025-11-29
4861,9,31,shipped,"$3,108,279.00",2025-11-09 19:36:09.061815 +00:00,закупка 2025-11-09
4862,27,28,processing_by_supplier,"$3,774,444.00",2025-11-17 19:36:09.061815 +00:00,закупка 2025-11-17
4863,37,32,shipped,"$1,838,964.00",2025-11-26 19:36:09.061815 +00:00,закупка 2025-11-26
4864,32,27,shipped,"$5,056,309.00",2025-12-03 19:36:09.061815 +00:00,закупка 2025-12-03
4865,45,28,processing_by_supplier,"$3,471,178.00",2025-11-11 19:36:09.061815 +00:00,закупка 2025-11-11
4866,21,11,shipped,"$4,133,100.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
4867,33,24,shipped,"$3,020,877.00",2025-10-24 19:36:09.061815 +00:00,закупка 2025-10-24
4868,44,20,received,"$2,076,557.00",2025-11-24 19:36:09.061815 +00:00,закупка 2025-11-24
4869,15,22,shipped,"$2,613,030.00",2025-11-22 19:36:09.061815 +00:00,закупка 2025-11-22
4870,40,39,processing_by_supplier,"$7,287,627.00",2025-12-06 19:36:09.061815 +00:00,закупка 2025-12-06
4871,42,12,processing_by_supplier,"$6,606,906.00",2025-10-15 19:36:09.061815 +00:00,закупка 2025-10-15
4872,33,15,processing_by_supplier,"$6,561,572.00",2025-12-09 19:36:09.061815 +00:00,закупка 2025-12-09
4873,3,6,processing_by_supplier,"$5,509,451.00",2025-10-14 19:36:09.061815 +00:00,закупка 2025-10-14
4874,11,35,processing_by_supplier,"$4,375,813.00",2025-11-17 19:36:09.061815 +00:00,закупка 2025-11-17
4875,12,34,shipped,"$1,726,577.00",2025-11-02 19:36:09.061815 +00:00,закупка 2025-11-02
4876,48,13,received,"$4,782,571.00",2025-10-14 19:36:09.061815 +00:00,закупка 2025-10-14
4877,5,16,received,"$1,054,991.00",2025-11-22 19:36:09.061815 +00:00,закупка 2025-11-22
4878,16,5,shipped,"$2,148,940.00",2025-11-12 19:36:09.061815 +00:00,закупка 2025-11-12
4879,46,20,processing_by_supplier,"$1,180,850.00",2025-10-31 19:36:09.061815 +00:00,закупка 2025-10-31
4880,9,9,received,"$2,632,443.00",2025-10-20 19:36:09.061815 +00:00,закупка 2025-10-20
4881,32,28,shipped,"$6,671,646.00",2025-10-22 19:36:09.061815 +00:00,закупка 2025-10-22
4882,27,4,shipped,"$2,693,631.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
4883,49,17,shipped,"$7,002,273.00",2025-10-26 19:36:09.061815 +00:00,закупка 2025-10-26
4884,4,34,shipped,"$7,215,849.00",2025-10-23 19:36:09.061815 +00:00,закупка 2025-10-23
4885,25,30,shipped,"$3,981,238.00",2025-11-21 19:36:09.061815 +00:00,закупка 2025-11-21
4886,22,3,shipped,"$2,615,995.00",2025-10-17 19:36:09.061815 +00:00,закупка 2025-10-17
4887,1,16,received,"$2,464,207.00",2025-12-08 19:36:09.061815 +00:00,закупка 2025-12-08
4888,8,31,received,"$4,529,119.00",2025-11-06 19:36:09.061815 +00:00,закупка 2025-11-06
4889,3,19,shipped,"$1,625,542.00",2025-10-24 19:36:09.061815 +00:00,закупка 2025-10-24
4890,6,19,received,"$3,357,268.00",2025-11-14 19:36:09.061815 +00:00,закупка 2025-11-14
4891,38,36,processing_by_supplier,"$7,759,471.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
4892,40,25,received,"$2,517,338.00",2025-11-09 19:36:09.061815 +00:00,закупка 2025-11-09
4893,25,26,shipped,"$494,992.00",2025-11-07 19:36:09.061815 +00:00,закупка 2025-11-07
4894,29,15,shipped,"$4,075,812.00",2025-12-11 19:36:09.061815 +00:00,закупка 2025-12-11
4895,6,14,received,"$4,727,545.00",2025-12-08 19:36:09.061815 +00:00,закупка 2025-12-08
4896,31,8,shipped,"$2,491,531.00",2025-11-22 19:36:09.061815 +00:00,закупка 2025-11-22
4897,48,18,shipped,"$2,115,886.00",2025-10-14 19:36:09.061815 +00:00,закупка 2025-10-14
4898,16,30,processing_by_supplier,"$1,485,488.00",2025-10-16 19:36:09.061815 +00:00,закупка 2025-10-16
4899,41,40,shipped,"$2,665,099.00",2025-12-05 19:36:09.061815 +00:00,закупка 2025-12-05
4900,17,5,shipped,"$1,552,149.00",2025-12-03 19:36:09.061815 +00:00,закупка 2025-12-03
4901,6,25,processing_by_supplier,"$4,264,861.00",2025-12-06 19:36:09.061815 +00:00,закупка 2025-12-06
4902,35,7,shipped,"$752,888.00",2025-11-29 19:36:09.061815 +00:00,закупка 2025-11-29
4903,18,25,received,"$6,864,817.00",2025-10-25 19:36:09.061815 +00:00,закупка 2025-10-25
4904,27,32,shipped,"$2,759,314.00",2025-12-01 19:36:09.061815 +00:00,закупка 2025-12-01
4905,14,13,shipped,"$2,241,540.00",2025-12-09 19:36:09.061815 +00:00,закупка 2025-12-09
4906,9,37,shipped,"$6,092,548.00",2025-10-22 19:36:09.061815 +00:00,закупка 2025-10-22
4907,44,38,processing_by_supplier,"$3,677,751.00",2025-12-03 19:36:09.061815 +00:00,закупка 2025-12-03
4908,29,22,received,"$6,664,689.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
4909,13,14,processing_by_supplier,"$2,909,017.00",2025-11-18 19:36:09.061815 +00:00,закупка 2025-11-18
4910,27,14,shipped,"$908,274.00",2025-10-28 19:36:09.061815 +00:00,закупка 2025-10-28
4911,37,10,processing_by_supplier,"$2,337,168.00",2025-11-20 19:36:09.061815 +00:00,закупка 2025-11-20
4912,4,21,processing_by_supplier,"$3,519,853.00",2025-10-25 19:36:09.061815 +00:00,закупка 2025-10-25
4913,18,38,shipped,"$3,782,345.00",2025-10-29 19:36:09.061815 +00:00,закупка 2025-10-29
4914,17,18,received,"$657,039.00",2025-12-01 19:36:09.061815 +00:00,закупка 2025-12-01
4915,31,9,processing_by_supplier,"$7,520,189.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
4916,5,31,processing_by_supplier,"$2,915,583.00",2025-11-09 19:36:09.061815 +00:00,закупка 2025-11-09
4917,7,7,shipped,"$5,160,641.00",2025-12-04 19:36:09.061815 +00:00,закупка 2025-12-04
4918,20,23,processing_by_supplier,"$3,961,688.00",2025-11-08 19:36:09.061815 +00:00,закупка 2025-11-08
4919,16,28,shipped,"$4,351,942.00",2025-12-07 19:36:09.061815 +00:00,закупка 2025-12-07
4920,48,35,received,"$2,170,497.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
4921,32,35,shipped,"$4,510,404.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
4922,33,19,shipped,"$1,010,548.00",2025-12-12 19:36:09.061815 +00:00,закупка 2025-12-12
4923,37,16,received,"$3,043,558.00",2025-11-05 19:36:09.061815 +00:00,закупка 2025-11-05
4924,2,1,received,"$2,472,362.00",2025-11-08 19:36:09.061815 +00:00,закупка 2025-11-08
4925,31,31,received,"$1,550,008.00",2025-11-06 19:36:09.061815 +00:00,закупка 2025-11-06
4926,40,38,processing_by_supplier,"$2,108,063.00",2025-11-30 19:36:09.061815 +00:00,закупка 2025-11-30
4927,19,35,processing_by_supplier,"$4,710,100.00",2025-12-05 19:36:09.061815 +00:00,закупка 2025-12-05
4928,35,24,shipped,"$2,644,694.00",2025-11-11 19:36:09.061815 +00:00,закупка 2025-11-11
4929,19,30,received,"$4,673,710.00",2025-11-12 19:36:09.061815 +00:00,закупка 2025-11-12
4930,44,3,shipped,"$5,594,894.00",2025-12-09 19:36:09.061815 +00:00,закупка 2025-12-09
4931,24,40,processing_by_supplier,"$1,945,415.00",2025-11-08 19:36:09.061815 +00:00,закупка 2025-11-08
4932,25,3,processing_by_supplier,"$6,549,505.00",2025-12-02 19:36:09.061815 +00:00,закупка 2025-12-02
4933,40,31,processing_by_supplier,"$2,069,424.00",2025-11-30 19:36:09.061815 +00:00,закупка 2025-11-30
4934,10,36,shipped,"$6,068,970.00",2025-11-17 19:36:09.061815 +00:00,закупка 2025-11-17
4935,37,26,shipped,"$5,351,059.00",2025-10-17 19:36:09.061815 +00:00,закупка 2025-10-17
4936,17,37,shipped,"$5,254,129.00",2025-10-31 19:36:09.061815 +00:00,закупка 2025-10-31
4937,22,7,shipped,"$6,516,409.00",2025-12-04 19:36:09.061815 +00:00,закупка 2025-12-04
4938,46,13,received,"$1,350,236.00",2025-11-12 19:36:09.061815 +00:00,закупка 2025-11-12
4939,7,13,shipped,"$6,989,819.00",2025-11-15 19:36:09.061815 +00:00,закупка 2025-11-15
4940,50,4,received,"$1,925,038.00",2025-10-26 19:36:09.061815 +00:00,закупка 2025-10-26
4941,8,18,shipped,"$2,599,812.00",2025-12-04 19:36:09.061815 +00:00,закупка 2025-12-04
4942,38,3,shipped,"$2,950,387.00",2025-12-08 19:36:09.061815 +00:00,закупка 2025-12-08
4943,15,29,received,"$3,090,552.00",2025-10-17 19:36:09.061815 +00:00,закупка 2025-10-17
4944,1,9,processing_by_supplier,"$4,081,256.00",2025-10-15 19:36:09.061815 +00:00,закупка 2025-10-15
4945,22,25,shipped,"$1,071,591.00",2025-10-19 19:36:09.061815 +00:00,закупка 2025-10-19
4946,30,26,received,"$773,111.00",2025-10-27 19:36:09.061815 +00:00,закупка 2025-10-27
4947,45,39,received,"$2,072,369.00",2025-11-21 19:36:09.061815 +00:00,закупка 2025-11-21
4948,11,26,processing_by_supplier,"$5,891,474.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
4949,18,12,received,"$2,227,502.00",2025-10-31 19:36:09.061815 +00:00,закупка 2025-10-31
4950,9,40,processing_by_supplier,"$5,913,372.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
4951,45,23,received,"$1,645,861.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
4952,45,30,processing_by_supplier,"$1,514,598.00",2025-11-17 19:36:09.061815 +00:00,закупка 2025-11-17
4953,2,2,processing_by_supplier,"$4,292,176.00",2025-11-24 19:36:09.061815 +00:00,закупка 2025-11-24
4954,27,13,shipped,"$6,235,301.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
4955,47,32,shipped,"$457,242.00",2025-10-27 19:36:09.061815 +00:00,закупка 2025-10-27
4956,12,12,shipped,"$7,953,698.00",2025-12-05 19:36:09.061815 +00:00,закупка 2025-12-05
4957,38,3,received,"$2,123,321.00",2025-10-28 19:36:09.061815 +00:00,закупка 2025-10-28
4958,16,7,processing_by_supplier,"$5,943,552.00",2025-11-07 19:36:09.061815 +00:00,закупка 2025-11-07
4959,48,11,processing_by_supplier,"$3,993,064.00",2025-11-29 19:36:09.061815 +00:00,закупка 2025-11-29
4960,31,7,processing_by_supplier,"$741,861.00",2025-11-20 19:36:09.061815 +00:00,закупка 2025-11-20
4961,32,2,processing_by_supplier,"$6,869,772.00",2025-11-20 19:36:09.061815 +00:00,закупка 2025-11-20
4962,46,24,received,"$2,296,918.00",2025-11-09 19:36:09.061815 +00:00,закупка 2025-11-09
4963,16,39,shipped,"$739,261.00",2025-12-07 19:36:09.061815 +00:00,закупка 2025-12-07
4964,34,33,shipped,"$4,059,248.00",2025-10-23 19:36:09.061815 +00:00,закупка 2025-10-23
4965,29,18,processing_by_supplier,"$1,286,320.00",2025-11-15 19:36:09.061815 +00:00,закупка 2025-11-15
4966,24,15,shipped,"$1,678,998.00",2025-10-24 19:36:09.061815 +00:00,закупка 2025-10-24
4967,3,39,shipped,"$6,334,443.00",2025-10-29 19:36:09.061815 +00:00,закупка 2025-10-29
4968,33,5,processing_by_supplier,"$3,073,796.00",2025-12-10 19:36:09.061815 +00:00,закупка 2025-12-10
4969,44,4,shipped,"$919,888.00",2025-11-02 19:36:09.061815 +00:00,закупка 2025-11-02
4970,31,3,shipped,"$2,093,644.00",2025-11-10 19:36:09.061815 +00:00,закупка 2025-11-10
4971,3,13,shipped,"$3,956,458.00",2025-10-26 19:36:09.061815 +00:00,закупка 2025-10-26
4972,44,17,shipped,"$3,599,526.00",2025-11-30 19:36:09.061815 +00:00,закупка 2025-11-30
4973,14,30,received,"$2,152,533.00",2025-11-27 19:36:09.061815 +00:00,закупка 2025-11-27
4974,16,19,shipped,"$1,539,762.00",2025-11-14 19:36:09.061815 +00:00,закупка 2025-11-14
4975,11,4,received,"$6,669,362.00",2025-10-14 19:36:09.061815 +00:00,закупка 2025-10-14
4976,27,10,shipped,"$4,923,565.00",2025-10-25 19:36:09.061815 +00:00,закупка 2025-10-25
4977,4,38,shipped,"$6,254,661.00",2025-11-10 19:36:09.061815 +00:00,закупка 2025-11-10
4978,36,21,processing_by_supplier,"$6,110,875.00",2025-11-08 19:36:09.061815 +00:00,закупка 2025-11-08
4979,26,31,received,"$2,935,848.00",2025-10-24 19:36:09.061815 +00:00,закупка 2025-10-24
4980,3,25,processing_by_supplier,"$4,665,001.00",2025-10-18 19:36:09.061815 +00:00,закупка 2025-10-18
4981,46,38,received,"$4,965,669.00",2025-11-26 19:36:09.061815 +00:00,закупка 2025-11-26
4982,36,11,shipped,"$6,198,114.00",2025-11-23 19:36:09.061815 +00:00,закупка 2025-11-23
4983,18,6,shipped,"$3,826,723.00",2025-10-18 19:36:09.061815 +00:00,закупка 2025-10-18
4984,31,21,shipped,"$1,141,741.00",2025-11-12 19:36:09.061815 +00:00,закупка 2025-11-12
4985,16,26,received,"$2,678,299.00",2025-11-08 19:36:09.061815 +00:00,закупка 2025-11-08
4986,49,30,received,"$2,027,336.00",2025-11-24 19:36:09.061815 +00:00,закупка 2025-11-24
4987,37,25,received,"$1,604,398.00",2025-12-01 19:36:09.061815 +00:00,закупка 2025-12-01
4988,45,32,shipped,"$4,956,875.00",2025-10-27 19:36:09.061815 +00:00,закупка 2025-10-27
4989,19,18,shipped,"$3,503,602.00",2025-11-03 19:36:09.061815 +00:00,закупка 2025-11-03
4990,39,11,shipped,"$3,632,933.00",2025-11-20 19:36:09.061815 +00:00,закупка 2025-11-20
4991,44,23,received,"$1,319,666.00",2025-12-06 19:36:09.061815 +00:00,закупка 2025-12-06
4992,47,16,processing_by_supplier,"$6,406,787.00",2025-10-24 19:36:09.061815 +00:00,закупка 2025-10-24
4993,1,21,shipped,"$4,717,802.00",2025-11-09 19:36:09.061815 +00:00,закупка 2025-11-09
4994,25,33,shipped,"$3,000,184.00",2025-12-02 19:36:09.061815 +00:00,закупка 2025-12-02
4995,9,2,processing_by_supplier,"$5,677,496.00",2025-11-09 19:36:09.061815 +00:00,закупка 2025-11-09
4996,32,2,processing_by_supplier,"$7,373,593.00",2025-12-06 19:36:09.061815 +00:00,закупка 2025-12-06
4997,7,22,shipped,"$4,874,671.00",2025-10-17 19:36:09.061815 +00:00,закупка 2025-10-17
4998,47,30,processing_by_supplier,"$1,432,108.00",2025-10-31 19:36:09.061815 +00:00,закупка 2025-10-31
4999,29,15,received,"$8,034,441.00",2025-12-06 19:36:09.061815 +00:00,закупка 2025-12-06
5000,38,9,processing_by_supplier,"$1,933,034.00",2025-12-02 19:36:09.061815 +00:00,закупка 2025-12-02
5001,48,6,processing_by_supplier,"$3,426,667.00",2025-11-13 19:36:09.061815 +00:00,закупка 2025-11-13
5002,33,14,processing_by_supplier,"$1,577,840.00",2025-11-16 19:36:09.061815 +00:00,закупка 2025-11-16
5003,48,22,shipped,"$2,308,333.00",2025-10-31 19:36:09.061815 +00:00,закупка 2025-10-31
5004,50,25,shipped,"$2,725,099.00",2025-10-17 19:36:09.061815 +00:00,закупка 2025-10-17
5005,19,17,processing_by_supplier,"$5,776,627.00",2025-10-18 19:36:09.061815 +00:00,закупка 2025-10-18
5006,17,26,processing_by_supplier,"$4,917,957.00",2025-11-18 19:36:09.061815 +00:00,закупка 2025-11-18
5007,31,38,shipped,"$7,352,936.00",2025-11-04 19:36:09.061815 +00:00,закупка 2025-11-04
5008,48,6,received,"$2,048,832.00",2025-10-20 19:36:09.061815 +00:00,закупка 2025-10-20
5009,19,21,shipped,"$2,764,406.00",2025-11-01 19:36:09.061815 +00:00,закупка 2025-11-01
5010,43,39,received,"$2,413,839.00",2025-10-29 19:36:09.061815 +00:00,закупка 2025-10-29
5011,31,40,received,"$700,971.00",2025-11-02 19:36:09.061815 +00:00,закупка 2025-11-02
5012,35,29,shipped,"$3,853,647.00",2025-12-03 19:36:09.061815 +00:00,закупка 2025-12-03
5013,16,34,received,"$3,274,144.00",2025-12-03 19:36:09.061815 +00:00,закупка 2025-12-03
5014,38,20,processing_by_supplier,"$954,740.00",2025-10-20 19:36:09.061815 +00:00,закупка 2025-10-20
5015,28,21,received,"$5,226,847.00",2025-12-10 19:36:09.061815 +00:00,закупка 2025-12-10
5016,44,7,received,"$310,981.00",2025-12-03 19:36:09.061815 +00:00,закупка 2025-12-03
5017,40,5,shipped,"$1,492,108.00",2025-10-27 19:36:09.061815 +00:00,закупка 2025-10-27
5018,11,24,shipped,"$2,508,689.00",2025-10-21 19:36:09.061815 +00:00,закупка 2025-10-21
